"ID_GROUPES_PATIENT","NOM","DESCRIPTION_FR","DESCRIPTION_EN","REMARQUES_FR","REMARQUES_EN",,,,,
1005,"10441-1",,,,,,,,,
1006,"10444-1",,,,,,,,,
1007,"10453-1",,,"manque de précisions : inhib de tomate ou peau ?","poor precision: inhibition of tomato or skin?",,,,,
1008,"10455-1",,,"manque de précisions : inhib de tomate ou peau ?","poor precision: inhibition of tomato or skin?",,,,,
1009,"10470-1","Anaphylaxie après ingestion de myrtilles","Anaphylaxis after eating blueberries",,,,,,,
1010,"10476-1",,,"RC notée chez 1 patient mais sens = ??","CR noted in one patient, but what does it mean?",,,,,
1011,"10488-1","Patients allergiques à la noix de cajou","Patients allergic to cashew nuts",,,,,,,
1012,"10546-1",,,"Manquent précisions pour saisie RC","Insufficient precision to accept cross-reactivity",,,,,
1013,"10580-1","Enfants avec ATCD d'anaphylaxie au lait de vache (et non exposés au chien ni au chat)","Children wIth ATCD ?? and anaphylaxis induced by cow's milk (and not exposed to dogs or cats)",,,,,,,
1014,"10580-2","Enfants avec ATCD d'anaphylaxie au lait de vache (non exposés au chien, exposés au chat)","Children with ATCD ?? and anaphylaxis induced by cow's milk (and exposed to cats but not to dogs)",,,,,,,
1015,"10593-1","Adultes allergiques aux Rosacées et ayant présenté une anaphylaxie à la laitue",,,,,,,,
1016,"10605-1",,,"RC limités selon les auteurs entre Tyr p 3 et Der p 3 ou Blomia : mais data not shown","Limited CR between Try p 3 and Der p 3 or Blomia, according to the authors, but the data are not shown",,,,,
1017,"10606-1","Patients allergiques au ver à soie","Patients allergic to silk worms",,,,,,,
1018,"10644-1","Fillette 10 ans avec allergie au porc (non cuit) après introduction d'un hamster au domicile","A 10 year old girl who became allergic to raw pork after introduction of a hamster in her house",,,,,,,
1019,"10653-1",,,"manquent détails (résumé)","Details missing (abstract)",,,,,
1020,"10656-1","Un enfant avec anaphylaxie après ingestion d'une graine de citrouille (ATCD idem avec noix du Brésil)","A child with anaphylaxis after eating pumpkin seeds (ATCD ditto with Brazil nuts)",,,,,,,
1021,"10657-1","Patients polliniques au bouleau","Patients with birch pollinosis",,,,,,,
1022,"10658-1","Patients allergiques aux acariens et TC+ D. ptero et Lepidoglyphus","Patients allergic to mites and ST+ to D. ptero and Lepidoglyphus",,,,,,,
1023,"1066-1",,,"Pas de Rc testée","CR not assayed",,,,,
1024,"10660-1","Allergie respiratoire à des animaux domestiques aggravée après introduction de furets au domicile","Respiratory allergy to domestic animals becoming worse after introduction of ferrets in the house",,,,,,,
1025,"10681-1","Adultes avec syndrome oral (n=4) ou asthme à la cuisson (n=1) avec les haricots verts","Adults with oral allergy syndrome (n=4) or asthma when cooking string beans",,,,,,,
1026,"10686-1","Enfant de 14 ans avec anaphylaxie alimentaire (blé, pomme, laitue) et forte réactivité LTP de pêche","A 14 year old child with food-induce anaphylaxis (wheat, apple, lettuce) and strong reactivity to peach LTP)",,,,,,,
1027,"10687-1","Patiente allergique au latex avec anaphylaxie au concombre (et ATCD réaction avec papaye)","A patient allergic to latex with anaphylaxis to cucumber (and an ATCD reaction to papaya)",,,,,,,
1028,"10694-1","Test cutané positif pour S. kali et/ou S. oppositifolia et/ou Chenopodium album","ST+ for Saxifraga kali and/or S. oppositifolia and/or Chenopodium album",,,,,,,
1029,"10713-1","Patients polliniques au frêne et ""sensibilisés"" à la tomate","Patients with ash pollinosis who are ""sensitized"" to tomato",,,,,,,
1030,"10719-1","Enfant avec réaction urticarienne après ingestion de noix de coco (idem avec lentilles)","A child with an urticarial reaction after eating coconut (ditto with lentils)",,,,,,,
1031,"1072-1","Patients polliniques à la pariétaire","Patients with pollinosis to wall pellitory",,,,,,,
1032,"10720-1",,,"Manquent précisions pour saisie RC","Insufficient precision to accept cross-reactivity",,,,,
1033,"10732-1","Sujets exposés à des animaux de laboratoire et RAST+ pour rat et souris","Subjects exposed to laboratory animals and RAST+ for rat and mouse",,,,,,,
1034,"10755-1","Anaphylaxie alimentaire à la coriandre dans un contexte d'allergie professionnelle aux épices","Food-induced anaphylaxis due to coriander in the context of occupational allergy to spices",,,,,,,
1035,"10803-1",,,"Technique d'inhibition bizarre. Critères de sélection des patients disparates","Inhibition technique bizarre. Patient selection criteria disparate",,,,,
1036,"10810-1","Allergie professionnelle à la poudre de racine de chicorée","Occupational allergy to endive root powder",,,,,,,
1037,"10811-1","Patients allergiques au lupin et à l'arachide","Patients allergic to lupin and to peanut",,,,,,,
1038,"10822-1","Patients polliniques au pin","Patients with pine pollinosis",,,,,,,
1039,"10822-2","Patients polliniques au pin et ""sensibilisés"" aux graminées","Patients with pine pollinosis and ""sensitivity"" to grasses",,,,,,,
1040,"10834-1","Patient avec anaphylaxie au miel de tournesol (et ATCD syndrome oral céleri)","Patients with anaphylaxis to sunflower honey (and ATCD oral allergy syndrome to celery)",,,,,,,
1041,"1088-1",,,"utilisation d'un mAb","A mAb was used",,,,,
1042,"1090-2","Patient allergique à la guêpe","Patients allergic to wasps",,,,,,,
1043,"10986-1","Patients avec réaction systémique après piqûre par une guêpe Vespula","Patients with a systemic reaction after being stung by a Vespula wasp",,,,,,,
1045,"123-1",,,"Données inexploitables : pas d’espèce précisée pour aucun des produits testés !","Data inexploitable: species not specified for any of the products assayed",,,,,
1046,"1231-1",,,"Utilisation d'un Ab","An Ab was used",,,,,
1047,"126-1",,,"RC testée au niveau T",,,,,,
1048,"1273-1","Patients polliniques aux graminées","Patients with grass pollinosis",,,,,,,
1049,"131-1",,,"Utilisation d'un mAb","A mAb was used",,,,,
1050,"132-1",,,"Utilisation d'un Ab","An Ab was used",,,,,
1051,"1331-1",,,"Pas de RC testée","CR not assayed",,,,,
1052,"1436-1","Patients allergiques au poisson","Patients allergic to fish",,,,,,,
1053,"144-1",,,"pas d'indications précises dans le résumé",,,,,,
1054,"146-1","Suspicion d'allergie aux Vespides (avec RAST Vespula > Polistes)","Suspicion of allergy to Vespidae (with RAST to Vespula > Polistes",,,,,,,
1055,"1462-1",,,"Pas de RC testée","CR not assayed",,,,,
1056,"1482-1",,,"Pas de Rc testée","CR not assayed",,,,,
1057,15/01/2011,,,"Pas de RC testée","CR not assayed",,,,,
1058,"1523-1","Anaphylaxie à l'escargot chez une enfant sous IT acariens","Anaphylaxis to snail in a child undergoing IT to mites","l'article ne précise pas l'espèce de ""prawn"" qui est présentée non croisante avec acariens","The article did not specify the species of ""prawn"" which was not cross-reacting with mites",,,,,
1059,"1536-1",,,,,,,,,
1060,"1592-1",,,"aucune indication d'espèces et RC+ en blot mais pas en ELISA","The species not given and a +CR on the blot but not by ELISA",,,,,
1061,"165-1",,,"RC testées chez la souris","CR assayed in mice",,,,,
1062,"1719-1","Enfant allergique au moustique","A child allergic to mosquitos",,,,,,,
1063,"1743-1",,,"Pas de RC testée","CR not assayed",,,,,
1064,18/01/2011,,,"il a été utilisé une fraction ""GCR3"" de blatte","The ""GCR3"" cockraoch fraction was used",,,,,
1065,"1805-1","Patient allergique au miel","A patient allergic to honey",,,,,,,
1066,"1805-2","Patient allergique au miel et à l'abeille","A patient allergic to honey and bees",,,,,,,
1067,"182-1",,,"Utilisation d'un mAb","A mAb was used",,,,,
1068,"198-1",,,"Méthode non traditionnelle (passage sur colonnes greffées avec des extraits d'aliments)","A non-traditional method (passage through a column with food extracts bound)",,,,,
1069,"214-1","Patients rapportant une réaction systémique et positifs pour V. germanica et/ou P. dominulus et/ou V. crabro","Patients reporting a systemic reaction and + for V. germanica (European wasp) and/or P. dominulus (paper wasp) and/or V. crabro (hornet)",,,,,,,
1070,"2179-1",,,"pas de détails sur les espèces des animaux testés","No details on the animal species tested",,,,,
1071,"218-1",,,"Problèmes techniques","Technical problems",,,,,
1072,"2180-1",,,"manquent détails","Details missing",,,,,
1073,"2195-1",,,"Pas de RC testée","CR not assayed",,,,,
1074,"220-1",,,"il ne semble qu'une Rc ait été testée",,,,,,
1075,"223-1","Patients atopiques","Atopic patients",,,,,,,
1076,"2253-1",,,"Pas de RC testée","CR not assayed",,,,,
1077,"2361-1","Sujets positifs in vitro pour au moins 2 pollens et au moins 5 aliments végétaux","Subjects + in vitro for at least 2 pollens and at least 5 vegetables",,,,,,,
1078,"237-1",,,"Pas de RC testée","CR not assayed",,,,,
1079,"2473-2","Patients avec IgE-réactivité CCD et TC+ hyménoptères (à dose maximale)","Patients with anti-CCD IgE reactivity and ST+ to hymenoptera (at the maximum dose)",,,,,,,
1080,"249-1",,,"Pas de RC testée","CR not assayed",,,,,
1081,"2764-1","Polliniques aux graminées","Grass pollinosis patients",,,,,,,
1082,"286-1",,,"Pas de RC testée","CR not assayed",,,,,
1083,"289-1",,,"RC testées avec sérums de souris","CR assayed with mouse sera",,,,,
1084,29/01/2011,"Patients allergiques aux venins d'abeille et/ou de guêpe (région sans présence de Solenopsis)","Patients allergic to bee and/or wasp venom (in a region without Solenopsis invicta)",,,,,,,
1085,"29-2","Patients allergiques aux venins d'abeille et/ou de guêpe (région avec contact possible avec Solenopsis)",,,,,,,,
1086,"328-1",,,"Pas de RC testée","CR not assayed",,,,,
1087,"3434-1","Patients avec histoire clinique et TC positifs pour l'escargot","Patients with a clinical history and ST+ for snails",,,,,,,
1088,"345-1",,,,,,,,,
1089,"349-1",,,"Utilisation d'un Ab","An Ab was used",,,,,
1090,"353-1",,,,,,,,,
1091,"364-1",,,"Utilisation d'Ab","An Ab was used",,,,,
1092,"3803-1",,,"pas d'étude classique de RC : juste un epitope mapping","Not a classical CR assay; just epitope mapping",,,,,
1093,"381-1",,,"inexploitable: les inhibitions ont été menées avec des fractions chromatographiques d'extraits (pas avec des allergènes connus)","Inexploitable: the inhibitions were done with chromatographic fractions of extracts (not with known allergens)",,,,,
1094,"401-1",,,"Pas de RC testée","CR not assayed",,,,,
1095,"417-1",,,"Utilisation d'un mAb","A mAb was used",,,,,
1096,"419-1",,,"RC entre allergènes de D. pteronyssinus","CR between D. pteronyssinus allergens",,,,,
1097,"4260-1",,,"manquent détails dans le résumé","Details missing in the abstract",,,,,
1098,"427-1",,,"Pas de RC testée entre allergènes de la fourmi et Ag5 de Vespides","CR not assayed between allergens of ants and Vespid Ag5",,,,,
1099,"44-1",,,"RC testée avec méthodes anciennes (CRIE)","CR assayed with outdated methods (CRIE)",,,,,
1100,"4503-1",,,"Pas de RC testée","CR not assayed",,,,,
1101,"4587-1",,,"Utilisation d'un mAb","A mAb was used",,,,,
1102,"4676-1",,,"manquent détails dans le résumé","Details missing in the abstract",,,,,
1103,"48-1",,,"Pas de RC testée","CR not assayed",,,,,
1104,"487-1",,,"Pas de RC testée avec nos normes (animal, in vivo)","CR not assayed with our normal methods (animal, in vivo) ",,,,,
1105,"52-1",,,"Inhibitions d'IEF : non exploitables et souvent partielles",,,,,,
1106,"528-1","Patients allergiques au venin de guêpe Vespula","Patients allergic to Vespiula wasp venom",,,,,,,
1107,"5480-1","Allergie au ficus","Allergy to ficus",,,,,,,
1108,"5488-1",,,"manquent détails sur produits testés, nb patients et nb de positifs","Missing details of the products assayed, number of patients and number of positives",,,,,
1109,"5496-1",,,"manquent détails (résumé) concernant l'acarien et le nb de RC+","Missing details (abstract) concerning mites ans the number of +CRs",,,,,
1110,"55-1","Fermiers avec symptômes respiratoires","Farmers with respiratory symptoms",,,,,,,
1111,"55-2","Patients avec asthme et/ou rhino-conjonctivite","Patients with asthma and/or rhino-conjunctivitis",,,,,,,
1112,"5594-1",,,"manque de détails dans résumé","Details missing in the abstract",,,,,
1113,"562-1",,,"Pas de RC testée","CR not assayed",,,,,
1114,"566-1",,,"RC au niveau T","CR at the T level",,,,,
1115,"5674-1","Patients doublement positifs (mais piqués par une guêpe)","Patients doubly + (but stung by a wasp)",,,,,,,
1116,"5679-1","Sujets avec histoire de piqûre d'abeille","Subjects with a history of a bee sting",,,,,,,
1117,"569-1","Patients allergiques aux moustiques","Patients allergic to mosquitos",,,,,,,
1118,"58-1",,,"Pas de RC testée","CR not assayed",,,,,
1119,"610-1","Patients positifs in vitro pour la profiline d'ambroisie","Patients + in vitro for ragweed profilin","D'autres RC pas saisies car le % d'inhib est une moyenne; et % pour Alternaria = bizarre (63%)","Other CRs not acceptable because the % inhibition was a mean; and the % for Alternaria was bizarre (63%)",,,,,
1120,"6138-1",,,"Manquent détails dans le résumé","Details missing in the abstract",,,,,
1121,"614-1",,,,,,,,,
1122,"6191-1",,,"Utilisation d'un mAb","An mAb was used",,,,,
1123,"6265-1",,,"Pas de RC testée","CR not assayed",,,,,
1124,"6314-1","Patients allergiques à la noix (Juglans regia)","Patients allergic to Persian walnuts (Juglans regia)",,,,,,,
1125,"643-1",,,"Utilisation de mAb","A mAb was used",,,,,
1126,"648-1",,,"pas clair : ""some degree of cross-reactivity""","Not clear: ""some degree of cross-reactivity""",,,,,
1127,"6495-1",,,"Pas de RC testée","CR not assayed",,,,,
1128,"66-1","Patients asthmatiques avec un RAST positif pour des moucherons","Asthmatic patients with a + RAST for midges",,,,,,,
1129,"6639-1",,,"résultats contradictoires dans l'article","Contradictory results in the article",,,,,
1130,"6652-1",,,"le poster ne montre que la moyenne géométrique des % d'inhibition : combien de sujets sont positifs = ?","The poster shows only the geometric mean of the % inhibition; how many subjects are positive??",,,,,
1131,"6726-1",,,"manquent détails","Details missing",,,,,
1132,"6739-1",,,"2 pools (53 SB et 180 HCW) : mais on ne sait pas ce qui a été utilisé pour les RC","Two pools (53 SB and 180 HCW), but we do not know which were used for the RC assay",,,,,
1133,"6824-1",,,"Utilisation d'Ab","An Ab was used",,,,,
1134,"684-1",,,,,,,,,
1135,"696-1",,,"sens de RC = ? Dans le résumé","Sense of the CR? = In the abstract?",,,,,
1136,"7133-1",,,"Manquent détails","Details missing",,,,,
1137,"720-1",,,"Manquent détails","Details missing",,,,,
1138,"721-1",,,"manquent détails dans le résumé","Details missing in the abstract",,,,,
1139,"7386-1",,,"RC AMP -> 50kD maïs : très forte suspicion d'arte-fact (CCD)","CR AMP -> 50 kDa corn; strong suspicion of an artefact (CCD)",,,,,
1140,"7522-1","Enfants avec dermatite atopique et TC natif positif pour la graine de navette","Children with atopic dermatitis and ST+ for native rapeseed",,,,,,,
1141,"755-1",,,"Utilisation d'un Ab","An Ab was used",,,,,
1142,"7816-1",,,,,,,,,
1143,"7972-1",,,"Utilisation d'un mAb","A mAb was used",,,,,
1144,"800-1",,,"Pas de RC testée","CR not assayed",,,,,
1145,"8037-1",,,"Pas de RC testée","CR not assayed",,,,,
1146,"8041-1","Adulte avec allergie à l'arachide et au soja","An adult with allergy to peanut and soya",,,,,,,
1147,"807-1","Allergie à la mangue","Mango allergy",,,,,,,
1148,"8211-1","Patients avec réaction systémique après piqûre par un Vespide","Patients with systemic reactions after being stung by a wasp",,,,,,,
1149,"8216-1",,,"Pas de RC testée avec méthode d'inhibition","CR not assayed with an inhibition method",,,,,
1150,"8254-1",,,"une RC est dite par les auteurs mais pas montrée dans l'article","The authors state that there is CR but do not show this in the article",,,,,
1151,"832-1",,,,,,,,,
1152,"8431-1",,,"les tests de RC ont utilisé comme inhibiteurs des produits alimentaires et non des produits allergisants définis","The CR assays use food products as inhibitors rather than well-defined allergenic products",,,,,
1153,"8561-1","Polliniques à la pariétaire","Wall pellitory pollinosis",,,,,,,
1154,"8642-1","Réactions allergiques à l'ingestion de graines de tournesol","Allergic reactions on eating sunflower seeds",,,,,,,
1155,"8642-2","Allergie à l'arachide","Peanut allergy",,,,,,,
1156,"871-1","Patients asthmatiques positifs pour Blomia et/ou D. pteronyssinus","Asthmatic patients + for Blomia and/or D. pteronyssinus",,,,,,,
1157,"875-1",,,,,,,,,
1158,"8751-1",,,"utilisation d'un Ab anti-Bla g 1 et anti-Periplaneta","A+F1120nti-Bla g 1 and anti-Periplaneta Abs were used",,,,,
1159,"883-1","Patients allergiques au latex","Patients allergic to latex",,,,,,,
1160,"8844-1",,,,,,,,,
1161,"8854-1","Patients allergiques aux acariens et à la crevette","Patients allergic to mites and to shrimp",,,,,,,
1162,"8909-1","Patients allergiques à la guêpe","Patients allergic to wasps",,,,,,,
1163,"8953-1","Patients asthmatiques","Asthmatic patients",,,,,,,
1164,"8957-1","Patient allergique à l'escargot (sans allergie aux acariens)","A patient allergic to snails (without allergy to mites)",,,,,,,
1165,"8960-1",,,"Pas de RC tentée","CR not assayed",,,,,
1166,"8971-1","Enfant de 9 ans avec allergie au fromage de chèvre","A 9 year old child allergic to goat's cheese",,,,,,,
1167,"8991-1",,,"Utilisation d'un anticorps animal pour tester la RC entre gade c 1 et Cyp c 1","An animal antibody was used to assay CR between Gad c 1 and Cyp c 1",,,,,
1168,"8998-1",,,"Pas de RC tentée","CR not assayed",,,,,
1169,"90-1",,,"Il a été fait des tests en CIE mais pas avec méthode moderne","They did the tests using CIE but not modern methods",,,,,
1170,"9001-1","Patiente allergique aux epithelia de cheval et présentant une réaction à la première ingestion de lait de jument","A patient allergic to horse dander and presenting with a reaction the first time he drank mare's milk",,,,,,,
1171,"9001-2","Sujets allergiques aux epithelia de cheval","Subjects allergic to horse dander",,,,,,,
1172,"9032-1","Allergie au fromage de chèvre sans allergie au lait de vache et à ses dérivés","Allergy to goat's cheese without allergy to cow's milk and its by-products",,,,,,,
1173,"9044-1","Patients avec rhinite/asthme aux acariens (Blomia et Dermatophagoides)","Patients with rhinitis/asthma to mites (Blomia and D. pteronyssinus","apparemment les allergènes utilisés n'étaient pas des recombinants","The allergens used were apparently not recombinants",,,,,
1174,"9045-1","Patients avec rhinite / asthme aux acariens","Patients with rhinitis/asthma to mites",,,,,,,
1175,"9045-2","Patients avec rhinite / asthme aux acariens","Patients with rhinitis/asthma to mites",,,,,,,
1176,"9101-1","Enfants avec TC positif pour le pollen d'armoise","Children with ST+ for mugwort pollen",,,,,,,
1177,"9191-1",,,"Pas de RC testée : juste une positivité réciproque en blot avec des sujets Olivier+ ou Plantain+","CR not assayed; only a reciprocal positive on the blot with Olive+ and Plantain+ subjects",,,,,
1178,"9198-1","Allergie au manioc dans un contexte de syndrome latex-aliments","Allergy to manioc associated with a latex/food syndrome",,,,,,,
1179,"9257-1","Sérum positif pour la pariétaire et pour des polcalcines (Bet v 4, Phl p 7)","Serum + for wall pellitory and for polcalcins (Bet v 4, Phl p 7)",,,,,,,
1180,"9278-1","Patients allergiques à la guêpe","Patients allergic to wasps",,,,,,,
1181,"9289-1","Fleuriste avec allergie respiratoire aux fleurs de Solidago et urticaire de contact avec le latex","A florist with respiratory allergy to Solidago (goldenrod) flowers and contact urticaria to latex",,,,,,,
1182,"9315-1",,,"manquent détails dans le résumé","Details missing in the abstract",,,,,
1183,"9319-1",,,"manquent détails: pool? Nb patients? Diagnostic?","Details missing: pool? Number of patients? Diagnosis?",,,,,
1184,"9337-1","Sérums de patients positifs en CAP pour le pollen de chêne","Sera of patients CAP+ for oak pollen",,,,,,,
1185,"9338-1",,,"Pas de tests de RC à proprement parler (Ab, positivité de rCur l 3 avec des sérums gram+, etc..)","No CR assays, strictly speaking (Ab, positivity with rCur l 3 using grass+ and other sera)",,,,,
1186,"9349-1","Patients poly-polliniques","Patients with multiple pollinoses",,,,,,,
1187,"9440-1",,,"Inhibition Mél 5 gram -> pollen seigle","Inhibition of grass mixture #5 -> rye pollen",,,,,
1188,"9441-1",,,"NON ! Résultats non présentés, pool de n= ?? patients, etc..","NO!! Results not shown, number of patients in the pool, etc…",,,,,
1189,"9466-1","Patient pollinique, allergique aux acariens et à l'abeille","A pollinosis patient who is allergic to mites and bees",,,,,,,
1190,"9495-1","Patients avec symptômes respiratoires perannuels et CAP+ D. pteronysinus","Patients with perennial respiratory symptoms and CAP+ for D. pteronyssinus",,,,,,,
1191,"9534-1","Patient ayant présenté des réactions à l'ingestion de pignons","Patients having had reactions on eating pine nuts",,,,,,,
1192,"9541-1","Sujets polliniques avec TC+ séneçon et armoise","Pollinosis subjects with ST+ for silver ragwort",,,,,,,
1193,"9595-1","Un adulte avec syndrome oeuf-oiseaux","An adult with an egg-bird syndrome",,,,,,,
1194,"9596-1","Rhinite professionnelle à la poudre d'ispaghule avec allergie à la moutarde","Occupational rhinitis induced by ispaghula (psyllium seed husks) powder with allergy to mustard",,,,,,,
1195,"9674-1","Réaction systémique au frelon (V. crabro)","Systemic reaction to hornet (V. crabro)",,,,,,,
1196,"9691-1","Patients allergiques à la crevette et au crabe","Patients allergic to shrimp and crabs",,,,,,,
1197,"9721-1","Patients professionnellement exposés aux farines","Patients exposed occupationally to flour",,,,,,,
1198,"9741-1",,,"RC ineploitables (pas probant)",,,,,,
1199,"9778-1","Patients poly-polliniques","Poly-pollinosis patients",,"CR inexploitable, not convincing",,,,,
1200,"9787-1","Enfants asthmatiques avec forte réactivité pour rPen a 1 (tropomyosine)","Asthmatic children with a strong reactivity to rPen a 1 (tropomysin)",,,,,,,
1201,"9795-1",,,"Utilisation de mAbs",,,,,,
1202,"9874-1","Allergiques aux acariens avec positivité in vitro pour Lep d 5 ou Blo t 5","Mite-allergic patients with + in vitro assay for Lep d 5 and Blo t 5",,"mAbs were used",,,,,
