"id_biblio","date_biblio","id_redacteur","auteurs","titre","journal","autre_media","annee","volume","supplement","numero","prem_page","dern_page","abstract","full_text_disponible"
77,,"henriM","Klysner S. Welinder KG. Lowenstein H. Matthiesen F.","Group V allergens in grass pollens: IV. Similarities in amino acid compositions and NH2-terminal sequences of the group V allergens from Lolium perenne, Poa pratensis and Dactylis glomerata ","Clin Exp Allergy",,1992,"22",,,"491","497","Monoclonal antibodies (PpV4) raised against Phleum pratense group V allergen were used for immuno-affinity chromatography of cross-reacting group V allergens from related grass species. Fractions enriched in group V allergen were obtained from Lolium pere",VRAI
78,,"henriM","Baur X.","Chironomid midge allergy","Arerugi",,1992,"41",,,"81","85","Chironomidae larvae and midges cause allergic reactions in approximately 20 percent of exposed people; predominantly aquarists using insect larvae as fish food and environmentally exposed subjects living in areas abounding in water are affected. Our studi",FAUX
79,,"henriM","Baskar S. Parronchi P. Mohapatra S. Romagnani S. Ansari AA.","Human T cell responses to purified pollen allergens of the grass, Lolium perenne. Analysis of relationship between structural homology and T cell recognition ","J Immunol",,1992,"148",,,"2378","2383","The in vitro proliferative response to purified allergens of the grass, Lolium perenne pollens was studied using PBMC from individuals allergic to grass pollens and Ag-specific T cell lines and T cell clones derived from them. The PBMC from all 10 subject",FAUX
80,,"henriM","Wüthrich B. Peeters AG.","[Assessment of a positive prick test to a mixture of grasses]. [German] ","Hautarzt",,1992,"43",,,"102","103","pas d'abstract",FAUX
81,,"henriM","Kofler H. Schnegg I. Geley S. Helmberg A. Varga JM. Kofler R.","Mechanism of allergic cross-reactions--III. cDNA cloning and variable-region sequence analysis of two IgE antibodies specific for trinitrophenyl ","Mol Immunol",,1992,"29",,,"161","166","As a first step toward defining the molecular interactions between ligands and the IgE antigen-combining site, we report here the cDNA cloning and variable (V) region nucleic acid sequences of the heavy (H) and light (L) chains of 2 monoclonal mouse IgE a",FAUX
82,,"henriM","Okada J. Kanbe R. Kuzukawa M. Ikeda Y. Yoshimura K. Hayakawa R. Matsunaga K.","Identification of contact allergens in C.I. Solvent Red 23 (commercial Sudan III) by chemical analysis and animal testing ","Contact Dermatitis",,1991,"25",,,"313","318","C.I. Solvent Red 23, commercial Sudan III, is widely used in cosmetic products. Chemical analyses and guinea pig sensitization tests were carried out to identify its contact allergens. In the Magnusson & Kligman guinea pig maximization test, C.I. Solvent ",FAUX
83,,"henriM","Zhang L. Kisil FT. Sehon AH. Mohapatra SS.","Allergenic and antigenic cross-reactivities of group IX grass pollen allergens ","Int Arch Allergy Appl Immunol",,1991,"96",,,"28","34","The allergenic and antigenic cross-reactivities between a major recombinant Poa pratensis (Poa p) IX allergen, rKBG8.3, and its corresponding proteins of different grass pollens were examined. Immunoblotting of the proteins of thirteen different grass pol",FAUX
84,,"henriM","Adams SL. Barnett D. Walsh BJ. Pearce RJ. Hill DJ. Howden ME.","Human IgE-binding synthetic peptides of bovine beta-lactoglobulin and alpha-lactalbumin. In vitro cross-reactivity of the allergens ","Immunol Cell Biol",,1991,"69 ",,,"191","197","The allergenicity of cow's milk whey proteins, purified by high performance liquid chromatography (HPLC), was examined by the radio-allergosorbent test (RAST) against the sera of children immediately hypersensitive to milk. beta-lactoglobulin and alpha-la",FAUX
85,,"henriM","de Blay F. Pauli G. Bessot JC.","Cross-reactions between respiratory and food allergens ","Allergy Proc",,1991,"12",,,"313","317","Cross-reactions between inhaled and food allergens are usually attributed to pollen hypersensitivity associated with fruit and vegetable allergy. However, other allergens are involved in these types of cross-reactions. In a few cases, there is a complete ",FAUX
86,,"henriM","Rogers BL. Morgenstern JP. Griffith IJ. Yu XB. Counsell CM. Brauer AW. King TP. Garman RD. Kuo MC.","Complete sequence of the allergen Amb alpha II. Recombinant expression and reactivity with T cells from ragweed allergic patients ","J Immunol",,1991,"147",,,"2547","2552","This study defines the complete primary structure of Amb alpha II, an important allergen produced by short ragweed (Ambrosia artemisiifolia). The deduced amino acid sequence derived from the cDNA indicates that Amb alpha II shares approximately 65% sequen",FAUX
87,,"henriM","Ebner C. Birkner T. Valenta R. Rumpold H. Breitenbach M. Scheiner O. Kraft D.","Common epitopes of birch pollen and apples--studies by western and northern blot ","J Allergy Clin Immunol",,1991,"88",,,"588","594","Eighty-three sera from patients with birch-pollen allergy were investigated for IgE antibodies against apple allergens by means of immunoblotting. In immunoblots, 81 patients (97.6%) exhibited IgE directed against the major allergen of birch, Bet v I (17 ",VRAI
88,,"henriM","Rohac M. Birkner T. Reimitzer I. Bohle B. Steiner R. Breitenbach M. Kraft D. Scheiner O. Gabl F. Rumpold H.","The immunological relationship of epitopes on major tree pollen allergens ","Mol Immunol",,1991,"28",,,"897","906","The major allergens of birch (Bet v I), alder (Aln g I), hazel (Cor a I) and hornbeam (Car b I) were investigated by means of high-resolution two-dimensional electrophoresis combined with immunoblotting. Eleven sera derived from patients allergic to birch",FAUX
89,,"henriM","Gerberick GF. Ryan CA. Fletcher ER. Howard AD. Robinson MK.","Increased number of dendritic cells in draining lymph nodes accompanies the generation of contact photosensitivity ","J Investig Dermatol",,1991,"96",,,"355","361","Draining lymph node cells isolated from mice 48 h after topical exposure to tetrachlorosalicylanilide (TCSA) + UVA radiation (TCSA + UVA) demonstrated a two-fivefold increase in the number of dendritic cells (DC) compared with control mice treated with ve",FAUX
90,,"henriM","Arlian LG. Vyszenski-Moher DL. Ahmed SG. Estes SA.","Cross-antigenicity between the scabies mite, Sarcoptes scabiei, and the house dust mite, Dermatophagoides pteronyssinus ","J Investig Dermatol",,1991,"96",,,"349","354","This study demonstrated that antigens of the parasitic mite Sarcoptes scabiei (SS) cross-react with antigens of the house dust mite Dermatophagoides pteronyssinus (DP). Crossed immunoelectrophoresis (CIE) reaction of SS extract with rabbit anti-DP serum r",FAUX
91,,"henriM","Sanchez Palacios A. Garcia Marrero JA. Liminana Canal JM. Schaman F. Alonso Bordon J. Gutierrez Perez AT.","Skin cross-reactivity between Dermatophagoides pteronyssinus and storage mites in atopic children ","J Investig Allergol Clin Immunol",,1991,"1",,,"179","184","In our environment, some children with allergic respiratory pathology do not have as favorable an evolution as expected after three years of immunotherapy with D. pteronyssinus extracts. We believe this is due to the existence of other mites whose antigen",FAUX
92,,"henriM","Wilkinson SM. English JS.","Hydrocortisone sensitivity. An investigation into the nature of the allergen ","Contact Dermatitis",,1991,"25",,,"178","181","11 patients, positive to tixocortol pivalate on patch testing, were tested intradermally with a variety of hydrocortisone analogues. Substitution at the C21 position had no effect on the occurrence of positive reactions to hydrocortisone, whereas alterati",FAUX
93,,"henriM","Collins AM. Roberton DM. Hosking CS. Flannery GR.","Bovine milk, including pasteurised milk, contains antibodies directed against allergens of clinical importance to man ","Int Arch Allergy Appl Immunol",,1991,"96",,,"362","367","Pasteurised and raw bovine milk and bovine colostrum samples were assayed by enzyme-linked immunoassay for the presence of antibodies directed against a selection of allergens of importance in human atopic disease. Samples were tested for the presence of ",FAUX
94,,"henriM","Tamura H. Mochizuki H. Shigeta M. Arakawa H. Kuroume T.","Studies of dialysates from Dermatophagoides farinae: partial purification and haptenic properties of dialysates from Dermatophagoides farinae ","Int Arch Allergy Appl Immunol",,1991,"96",,,"322","330","Dialysates from Dermatophagoides farinae were partially purified. Fractionation on HPLC and anion exchange chromatography revealed that the dialysates consisted of 5 major fractions of glycoprotein whose apparent molecular sizes were 5.1, 4.1, 3.2, and le",FAUX
95,,"henriM","Mehta V. Wheeler AW.","IgE-mediated sensitization to English plantain pollen in seasonal respiratory allergy: identification and partial characterisation of its allergenic components ","Int Arch Allergy Appl Immunol",,1991,"96",,,"211","217","Characterisation by SDS-PAGE immunoblotting of plantain pollen extract showed that components of 16,000-20,000 M(r) were frequently reactive with IgE antibody in the sera of subjects with seasonal respiratory allergy. Other, more weakly IgE-binding allerg",FAUX
96,,"henriM","Ducombs G.","Modifications de la flore et allergie croisée de contact aux végétaux","Ann Dermatol Venereol",,1991,"118",,,"939","940","[pas de résumé]",FAUX
97,,"henriM","Yamada K. Urisu A. Komada H. Inagaki Y. Yamada M. Nakamura R. Torii S.","[The involvement of rice protein 16KD in cross-allergenicity between antigens in rice, wheat, corn, Japanese millet, Italian millet]. [Japanese] ","Arerugi",,1991,"40",,,"1485","1492","Cross-reactivity between rice, wheat, corn, Japanese millet and Italian millet in Poaceae family were studied by absorption test, radioallergosorbent test (RAST), and RAST inhibition assay. In absorption test using Phadebas RAST discs, more than 50% absor",FAUX
98,,"henriM","Vargas Correa JB. Sanchez Solis L. Farfan Ale JA. Noguchi H. Moguel Banos MT. Vargas de la Pena MI.","[Allergological study of pollen of mango (Magnifera indica) and cross reactivity with pollen of piru (Schinus molle)]. [Spanish] ","Rev Alerg",,1991,"38",,,"134","138","With immediate skin test, we studied hypersensitivity to pollen of mango (Magnifera indica), and its probability cross-sensitivity to pollen of piru (Schinus molle), from anacardaceae class. We have made one extract of Magnifera indica, with 0.485 mg per ",FAUX
99,,"henriM","Ikeda T. Oikawa Y. Owhashi M. Nawa Y.","The localization of allergens of Paragonimus westermani by pleural exudates from patients ","J Parasitol",,1991,"77",,,"923","926","The allergens of the lung fluke Paragonimus westermani were localized by indirect immunostaining in adult fluke sections using pleural exudates from 3 patients with P. westermani. Immunostaining performed by using pleural exudate with the highest level of",FAUX
100,,"henriM","Spieksma FT.","Domestic mites: their role in respiratory allergy","Clin Exp Allergy",,1991,"21",,,"655","660","[pas de résumé]",VRAI
101,,"henriM","Sakamoto T. Ito K. Yamada M. Torii S. Matsuda Y.","[Allergenic relationships between Aspergillus restrictus and Aspergillus fumigatus determined by radioallergosorbent test inhibition]. [Japanese] ","Arerugi",,1991,"40",,,"1320","1326","Recently Aspergillus restrictus, a species of osmophilic fungi, has been found to be widely distributed in our inhabited environment. The reported previously that the prevalence of hypersensitivity to this fungal species determined by skin prick test and ",FAUX
102,,"henriM","Puerta L. Fernández-Caldas E. Caraballo Gracia LR. Lockey RF.","Sensitization to Blomia tropicalis and Lepidoglyphus destructor in Dermatophagoides spp-allergic individuals ","J Allergy Clin Immunol",,1991,"88",,,"943","950","Serum was collected from 77 atopic subjects from Cartagena, Colombia, who had a positive skin test (greater than or equal to 3 mm) to either Dermatophagoides farinae (Df) (73) or D. pteronyssinus (Dp) (70). Twenty-nine healthy volunteers with negative all",FAUX
103,,"henriM","Ipsen H. Hansen OC.","The NH2-terminal amino acid sequence of the immunochemically partial identical major allergens of Alder (Alnus glutinosa) Aln g I, birch (Betula verrucosa) Bet v I, hornbeam (Carpinus betulus) Car b I and oak (Quercus alba) Que a I pollens","Mol Immunol",,1991,"28",,,"1279","1288","The tree pollen major allergens (Aln g I), Bet v I, Car b I and Que a I, were purified to near homogeneity. Rabbit antibodies raised towards the major allergen Bet v I react with the major allergens of alder, hazel, hornbeam and oak, although with distinc",FAUX
104,,"henriM","Baur X. Liebers V. Mazur G. Becker WM. Kagen SL. Kawai K.","Immunological cross-reactivity of hemoglobins in the Diptera family Chironomidae ","Allergy",,1991,"46",,,"445","451","Polyclonal human IgE antibodies of patients sensitized to one species of the Diptera family Chironomidae as well as polyclonal rabbit anti-Chi t I hyperimmune serum recognize antigenic sites present in nearly all of the 33 species of this insect family. E",VRAI
